h3_polyfill,index,STATEFP,STATENS,AFFGEOID,GEOID,STUSPS,NAME,LSAD,ALAND,AWATER,geometry,LAT,LONG,opt_tilt
8328b4fffffffff,22,49,1455989,0400000US49,49,UT,Utah,0,2.12886E+11,6998824394,"POLYGON ((-113.04627123921182 40.72061994800501, -112.59692272355166 41.26188753592591, -113.01180891638317 41.80182696401883, -113.87977079744468 41.79830305816992, -114.32323284169925 41.25564791008606, -113.90476786566882 40.717903703638335, -113.04627123921182 40.72061994800501))",41.26022219,-113.4602022,37
83299efffffffff,22,49,1455989,0400000US49,49,UT,Utah,0,2.12886E+11,6998824394,"POLYGON ((-113.11299563455047 38.523170705189656, -112.67364833709534 39.07514874188193, -113.0799922648589 39.62753033457677, -113.92922740142475 39.62565861628535, -114.36291537359553 39.07228591373414, -113.95316655014147 38.522179003891004, -113.11299563455047 38.523170705189656))",39.07518989,-113.5183946,33
832991fffffffff,22,49,1455989,0400000US49,49,UT,Utah,0,2.12886E+11,6998824394,"POLYGON ((-113.1453039957422 37.408199767522504, -112.71079295985878 37.965017294878784, -113.11299563455047 38.523170705189656, -113.95316655014147 38.522179003891004, -114.38212699256788 37.96394850096658, -113.97660173610183 37.408121995315796, -113.1453039957422 37.408199767522504))",37.96596997,-113.5465672,36
832691fffffffff,22,49,1455989,0400000US49,49,UT,Utah,0,2.12886E+11,6998824394,"POLYGON ((-109.28196805669877 39.00726503389193, -108.81828775378811 39.54349001369253, -109.20732784737721 40.107744314127224, -110.06511734491541 40.133901381240996, -110.52457491657485 39.59585708008448, -110.13060871660272 39.033480818586256, -109.28196805669877 39.00726503389193))",39.57114948,-109.6712415,37
832990fffffffff,22,49,1455989,0400000US49,49,UT,Utah,0,2.12886E+11,6998824394,"POLYGON ((-111.91812462505105 36.835587714732156, -111.47856531816083 37.39082036310022, -111.87295526034971 37.95665429088354, -112.71079295985878 37.965017294878784, -113.1453039957422 37.408199767522504, -112.74715944354234 36.84460537767902, -111.91812462505105 36.835587714732156))",37.40101296,-112.3119467,35
832695fffffffff,22,49,1455989,0400000US49,49,UT,Utah,0,2.12886E+11,6998824394,"POLYGON ((-109.20732784737721 40.107744314127224, -108.7382316478869 40.63815220409986, -109.13106255776393 41.19652006940258, -109.99819761948277 41.222639373719495, -110.46300855570529 40.69042258022558, -110.06511734491541 40.133901381240996, -109.20732784737721 40.107744314127224))",40.66575425,-109.6004219,38
83299afffffffff,22,49,1455989,0400000US49,49,UT,Utah,0,2.12886E+11,6998824394,"POLYGON ((-113.0799922648589 39.62753033457677, -112.63570036247965 40.17431764435182, -113.04627123921182 40.72061994800501, -113.90476786566882 40.717903703638335, -114.34328852469069 40.169730221558204, -113.92922740142475 39.62565861628535, -113.0799922648589 39.62753033457677))",40.1734856,-113.4896129,37
832693fffffffff,22,49,1455989,0400000US49,49,UT,Utah,0,2.12886E+11,6998824394,"POLYGON ((-110.58483321289158 38.48993462904381, -110.13060871660272 39.033480818586256, -110.52457491657485 39.59585708008448, -111.37729263139737 39.612654092889834, -111.82681969887075 39.06741181658576, -111.42846747340154 38.507072183356684, -110.58483321289158 38.48993462904381))",39.05192939,-110.9786282,37
832690fffffffff,22,49,1455989,0400000US49,49,UT,Utah,0,2.12886E+11,6998824394,"POLYGON ((-110.52457491657485 39.59585708008448, -110.06511734491541 40.133901381240996, -110.46300855570529 40.69042258022558, -111.32500576940443 40.70690471674803, -111.77968666606233 40.16717680240547, -111.37729263139737 39.612654092889834, -110.52457491657485 39.59585708008448))",40.15201137,-110.9223125,37
832692fffffffff,22,49,1455989,0400000US49,49,UT,Utah,0,2.12886E+11,6998824394,"POLYGON ((-111.82681969887075 39.06741181658576, -111.37729263139737 39.612654092889834, -111.77968666606233 40.16717680240547, -112.63570036247965 40.17431764435182, -113.0799922648589 39.62753033457677, -112.67364833709534 39.07514874188193, -111.82681969887075 39.06741181658576))",39.62156632,-112.2286568,35
8328b6fffffffff,22,49,1455989,0400000US49,49,UT,Utah,0,2.12886E+11,6998824394,"POLYGON ((-111.73152352565994 41.25531152946466, -111.27157033330067 41.78920913152274, -111.68229620491502 42.33122516439231, -112.55728794762913 42.33726867342001, -113.01180891638317 41.80182696401883, -112.59692272355166 41.26188753592591, -111.73152352565994 41.25531152946466))",41.796978,-112.1417061,37
83269efffffffff,22,49,1455989,0400000US49,49,UT,Utah,0,2.12886E+11,6998824394,"POLYGON ((-109.35503433417163 37.895722787842566, -108.89664859969002 38.43742974817103, -109.28196805669877 39.00726503389193, -110.13060871660272 39.033480818586256, -110.58483321289158 38.48993462904381, -110.19471681664965 37.92201745303258, -109.35503433417163 37.895722787842566))",38.46517086,-109.7405589,36
83264afffffffff,23,47,1325873,0400000US47,47,TN,Tennessee,0,1.06803E+11,2350123465,"POLYGON ((-89.02355922991582 34.830044724730286, -88.52719612846512 35.282475559376714, -88.76262581587908 35.891945274509524, -89.50356091135193 36.05069440873938, -90.003697795763 35.596051904679136, -89.75917248139794 34.98489313139716, -89.02355922991582 34.830044724730286))",35.44020779,-89.26412235,32
83264dfffffffff,23,47,1325873,0400000US47,47,TN,Tennessee,0,1.06803E+11,2350123465,"POLYGON ((-86.58366896478258 35.39479763048994, -86.08628847650205 35.829172964942515, -86.30321265174138 36.43452708675165, -87.0268456586737 36.60770391373693, -87.52877390017805 36.17137689985006, -87.30255388399087 35.563844321427794, -86.58366896478258 35.39479763048994))",36.00108806,-86.80611581,32
83264efffffffff,23,47,1325873,0400000US47,47,TN,Tennessee,0,1.06803E+11,2350123465,"POLYGON ((-88.76262581587908 35.891945274509524, -88.26134934148168 36.33744919212107, -88.49702860313926 36.9437782958204, -89.24332767249652 37.10636171065965, -89.74853700409722 36.658760420064134, -89.50356091135193 36.05069440873938, -88.76262581587908 35.891945274509524))",36.49902087,-89.00356928,32
8344cbfffffffff,23,47,1325873,0400000US47,47,TN,Tennessee,0,1.06803E+11,2350123465,"POLYGON ((-84.17939495534515 35.89632540801398, -83.6828330788421 36.31262990722323, -83.78157439026248 36.612929318844365, -83.85003233713478 36.894645861993595, -84.58516703208812 37.09958889681993, -85.08696804087774 36.681622865275074, -84.87939827143971 36.078680942051015, -84.17939495534515 35.89632540801398))",36.49737307,-84.38243904,31
8344c8fffffffff,23,47,1325873,0400000US47,47,TN,Tennessee,0,1.06803E+11,2350123465,"POLYGON ((-84.47288096872609 34.86950649141065, -83.98074902462157 35.29304364656145, -84.17939495534515 35.89632540801398, -84.87939827143971 36.078680942051015, -85.37659354933156 35.65335164185885, -85.16874173310372 35.0474762408341, -84.47288096872609 34.86950649141065))",35.47390817,-84.67723426,31
8344cdfffffffff,23,47,1325873,0400000US47,47,TN,Tennessee,0,1.06803E+11,2350123465,"POLYGON ((-85.66138948768368 34.61503882694923, -85.16874173310372 35.0474762408341, -85.37659354933156 35.65335164185885, -86.08628847650205 35.829172964942515, -86.58366896478258 35.39479763048994, -86.36664811453322 34.786557412272, -85.66138948768368 34.61503882694923))",35.22191364,-85.87480107,31
8344cafffffffff,23,47,1325873,0400000US47,47,TN,Tennessee,0,1.06803E+11,2350123465,"POLYGON ((-83.29474546431162 35.10886396783512, -82.80355548326628 35.52352756897824, -82.99298425130046 36.12399583561639, -83.6828330788421 36.31262990722323, -84.17939495534515 35.89632540801398, -83.98074902462157 35.29304364656145, -83.29474546431162 35.10886396783512))",35.71057124,-83.49001036,31
832648fffffffff,23,47,1325873,0400000US47,47,TN,Tennessee,0,1.06803E+11,2350123465,"POLYGON ((-87.7996600251781 35.120426413715364, -87.30255388399087 35.563844321427794, -87.52877390017805 36.17137689985006, -88.26134934148168 36.33744919212107, -88.76262581587908 35.891945274509524, -88.52719612846512 35.282475559376714, -87.7996600251781 35.120426413715364))",35.7287736,-88.03121744,32
8344c9fffffffff,23,47,1325873,0400000US47,47,TN,Tennessee,0,1.06803E+11,2350123465,"POLYGON ((-85.37659354933156 35.65335164185885, -84.87939827143971 36.078680942051015, -85.08696804087774 36.681622865275074, -85.80111290981188 36.861666190339605, -86.30321265174138 36.43452708675165, -86.08628847650205 35.829172964942515, -85.37659354933156 35.65335164185885))",36.25735135,-85.58985212,32
832799fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-106.20654662007902 44.26642057696679, -105.70117194372358 44.75951422298859, -106.09298493308418 45.30180951571723, -106.99705703626465 45.34950967581275, -107.4991473356888 44.854370269977856, -107.10061371216129 44.31358818455544, -106.20654662007902 44.26642057696679))",44.80839138,-106.5996681,40
8326b5fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-107.6918462556572 42.75459323566916, -107.20187935793095 43.26384277624252, -107.59657027994857 43.811280598069516, -108.48732664123924 43.84781497007035, -108.97344087843791 43.33663545543503, -108.57281007376784 42.79086039866055, -107.6918462556572 42.75459323566916))",43.30169313,-108.0873191,39
832684fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-106.53252932602815 41.07909053025752, -106.04520129958529 41.59301770455921, -106.42623943121072 42.15458658516988, -107.30092855778557 42.200723511803396, -107.78504495046697 41.68478208243559, -107.39783271941425 41.12472860473415, -106.53252932602815 41.07909053025752))",41.64034444,-106.9146951,38
832686fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-107.87623309004873 40.60236927766519, -107.39783271941425 41.12472860473415, -107.78504495046697 41.68478208243559, -108.656424990462 41.72079892335976, -109.13106255776393 41.19652006940258, -108.7382316478869 40.63815220409986, -107.87623309004873 40.60236927766519))",41.162082,-108.2641363,37
8326a3fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-105.1775341855395 41.537333709012145, -104.68169604199885 42.04247572101021, -105.05601162759498 42.605380833300046, -105.93303583441312 42.66182062951134, -106.42623943121072 42.15458658516988, -106.04520129958529 41.59301770455921, -105.1775341855395 41.537333709012145))",42.09995853,-105.5534201,38
8326b2fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-110.40009121737634 41.77301524126302, -109.92980248566015 42.29910215223188, -110.33577809752227 42.84306664920783, -111.2169481531772 42.85899976975925, -111.68229620491502 42.33122516439231, -111.27157033330067 41.78920913152274, -110.40009121737634 41.77301524126302))",42.31662552,-110.8059519,36
8326a6fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-106.31760441924519 43.21719612330584, -105.81838686788865 43.71747767649693, -106.20654662007902 44.26642057696679, -107.10061371216129 44.31358818455544, -107.59657027994857 43.811280598069516, -107.20187935793095 43.26384277624252, -106.31760441924519 43.21719612330584))",43.76582301,-106.7070095,40
8326a1fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-103.81263795329835 41.97659515542395, -103.30874669480728 42.472631308344376, -103.67580237493574 43.03668483761891, -104.55415513363963 43.103568981844724, -105.05601162759498 42.605380833300046, -104.68169604199885 42.04247572101021, -103.81263795329835 41.97659515542395))",42.54041217,-104.1817099,39
832685fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-105.2964616356886 40.45665864078921, -104.8065050522483 40.968485961925744, -105.1775341855395 41.537333709012145, -106.04520129958529 41.59301770455921, -106.53252932602815 41.07909053025752, -106.15496226189262 40.51159173402153, -105.2964616356886 40.45665864078921))",41.0252202,-105.6689936,37
832896fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-110.27002239596406 43.900056357911, -109.78838725262649 44.41307088095466, -110.20277520441415 44.94351199421162, -111.10398225599293 44.95900881655574, -111.58050506517188 44.44426404842241, -111.16109935329885 43.91575691615301, -110.27002239596406 43.900056357911))",44.43013401,-110.6843391,38
8326a2fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-106.42623943121072 42.15458658516988, -105.93303583441312 42.66182062951134, -106.31760441924519 43.21719612330584, -107.20187935793095 43.26384277624252, -107.6918462556572 42.75459323566916, -107.30092855778557 42.200723511803396, -106.42623943121072 42.15458658516988))",42.70964927,-106.8119931,38
8326aefffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-103.94655592905872 40.90360994654823, -103.4486685997814 41.40659183086194, -103.81263795329835 41.97659515542395, -104.68169604199885 42.04247572101021, -105.1775341855395 41.537333709012145, -104.8065050522483 40.968485961925744, -103.94655592905872 40.90360994654823))",41.47337219,-104.3124616,39
8326a0fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-105.05601162759498 42.605380833300046, -104.55415513363963 43.103568981844724, -104.9318092134186 43.660276972355206, -105.81838686788865 43.71747767649693, -106.31760441924519 43.21719612330584, -105.93303583441312 42.66182062951134, -105.05601162759498 42.605380833300046))",43.16180908,-105.4353066,39
8326b3fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-109.13106255776393 41.19652006940258, -108.656424990462 41.72079892335976, -109.05311881073489 42.27299893921171, -109.92980248566015 42.29910215223188, -110.40009121737634 41.77301524126302, -109.99819761948277 41.222639373719495, -109.13106255776393 41.19652006940258))",41.7483686,-109.5280509,38
8326b0fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-109.05311881073489 42.27299893921171, -108.57281007376784 42.79086039866055, -108.97344087843791 43.33663545543503, -109.85988280764396 43.36274489173446, -110.33577809752227 42.84306664920783, -109.92980248566015 42.29910215223188, -109.05311881073489 42.27299893921171))",42.81842348,-109.4540772,40
83279bfffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-107.59657027994857 43.811280598069516, -107.10061371216129 44.31358818455544, -107.4991473356888 44.854370269977856, -108.3999117461222 44.891189189963455, -108.89197055218331 44.38693233492812, -108.48732664123924 43.84781497007035, -107.59657027994857 43.811280598069516))",44.35171809,-107.9959348,38
8326b1fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-107.78504495046697 41.68478208243559, -107.30092855778557 42.200723511803396, -107.6918462556572 42.75459323566916, -108.57281007376784 42.79086039866055, -109.05311881073489 42.27299893921171, -108.656424990462 41.72079892335976, -107.78504495046697 41.68478208243559))",42.23831518,-108.176698,38
83279afffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-108.89197055218331 44.38693233492812, -108.3999117461222 44.891189189963455, -108.80864700364839 45.42344039457864, -109.71526216716137 45.44963144071354, -110.20277520441415 44.94351199421162, -109.78838725262649 44.41307088095466, -108.89197055218331 44.38693233492812))",44.91881871,-109.3011052,38
8326a4fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-104.9318092134186 43.660276972355206, -104.42379294491255 44.15126670265344, -104.80483851594849 44.7015472379311, -105.70117194372358 44.75951422298859, -106.20654662007902 44.26642057696679, -105.81838686788865 43.71747767649693, -104.9318092134186 43.660276972355206))",44.21027304,-105.3145695,39
8326b6fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-110.33577809752227 42.84306664920783, -109.85988280764396 43.36274489173446, -110.27002239596406 43.900056357911, -111.16109935329885 43.91575691615301, -111.63196911485312 43.39437445833112, -111.2169481531772 42.85899976975925, -110.33577809752227 42.84306664920783))",43.38002199,-110.7458239,37
832694fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-110.46300855570529 40.69042258022558, -109.99819761948277 41.222639373719495, -110.40009121737634 41.77301524126302, -111.27157033330067 41.78920913152274, -111.73152352565994 41.25531152946466, -111.32500576940443 40.70690471674803, -110.46300855570529 40.69042258022558))",41.24044064,-110.8647673,37
8326b4fffffffff,24,56,1779807,0400000US56,56,WY,Wyoming,0,2.51459E+11,1867670745,"POLYGON ((-108.97344087843791 43.33663545543503, -108.48732664123924 43.84781497007035, -108.89197055218331 44.38693233492812, -109.78838725262649 44.41307088095466, -110.27002239596406 43.900056357911, -109.85988280764396 43.36274489173446, -108.97344087843791 43.33663545543503))",43.87539783,-109.3784473,37
832b8bfffffffff,25,36,1779796,0400000US36,36,NY,New York,0,1.22049E+11,19246994695,"POLYGON ((-75.4200655058496 43.26455227660657, -76.1663850796221 42.92247301164537, -76.11289266152629 42.305426531949145, -75.33345172379178 42.029563712253676, -74.59575903197567 42.36298156091005, -74.6288343312773 42.98080409174232, -75.4200655058496 43.26455227660657))",42.64660361,-75.37628141,36
832b8cfffffffff,25,36,1779796,0400000US36,36,NY,New York,0,1.22049E+11,19246994695,"POLYGON ((-73.94423101939223 45.19783546523642, -74.733644491947 44.85920262247775, -74.69773834783626 44.22902258690876, -73.89466165493545 43.93713070775397, -73.11565075285877 44.267141213879846, -73.1292912470011 44.897538140412074, -73.94423101939223 45.19783546523642))",44.56705951,-73.91929844,38
832b89fffffffff,25,36,1779796,0400000US36,36,NY,New York,0,1.22049E+11,19246994695,"POLYGON ((-73.87088825890976 43.312829623995924, -74.6288343312773 42.98080409174232, -74.59575903197567 42.36298156091005, -73.82523017536225 42.0768682443254, -73.07691180312379 42.400492689472884, -73.08947577680037 43.018511082469935, -73.87088825890976 43.312829623995924))",42.69438529,-73.84794173,37
832a16fffffffff,25,36,1779796,0400000US36,36,NY,New York,0,1.22049E+11,19246994695,"POLYGON ((-74.59575903197567 42.36298156091005, -75.33345172379178 42.029563712253676, -75.29183984819713 41.418569387234676, -74.53218333455182 41.1404093066457, -73.80329613824564 41.46540710860376, -73.82523017536225 42.0768682443254, -74.59575903197567 42.36298156091005))",41.75121717,-74.56369681,36
832aa6fffffffff,25,36,1779796,0400000US36,36,NY,New York,0,1.22049E+11,19246994695,"POLYGON ((-78.50723161048337 43.10557148348703, -79.22728063889042 42.744533431155475, -79.13357924779845 42.130755849265555, -78.33970272683199 41.8759841751778, -77.62619472095602 42.2279486461981, -77.69992378807908 42.84364383820977, -78.50723161048337 43.10557148348703))",42.49036776,-78.42228562,35
832b8efffffffff,25,36,1779796,0400000US36,36,NY,New York,0,1.22049E+11,19246994695,"POLYGON ((-75.55918016903604 45.147990539298426, -76.33587020720189 44.798412769531616, -76.2778116319589 44.16907499655589, -75.46516063450494 43.88834601368958, -74.69773834783626 44.22902258690876, -74.733644491947 44.85920262247775, -75.55918016903604 45.147990539298426))",44.5177551,-75.5116168,36
832aa4fffffffff,25,36,1779796,0400000US36,36,NY,New York,0,1.22049E+11,19246994695,"POLYGON ((-76.96625784448885 43.19540780277763, -77.69992378807908 42.84364383820977, -77.62619472095602 42.2279486461981, -76.8389636337294 41.962548563191255, -76.11289266152629 42.305426531949145, -76.1663850796221 42.92247301164537, -76.96625784448885 43.19540780277763))",42.57854173,-76.90177789,36
832b88fffffffff,25,36,1779796,0400000US36,36,NY,New York,0,1.22049E+11,19246994695,"POLYGON ((-74.69773834783626 44.22902258690876, -75.46516063450494 43.88834601368958, -75.4200655058496 43.26455227660657, -74.6288343312773 42.98080409174232, -73.87088825890976 43.312829623995924, -73.89466165493545 43.93713070775397, -74.69773834783626 44.22902258690876))",43.60447279,-74.66296316,36
8326e3fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-96.96815321456646 36.804750780301475, -96.46904184547843 37.29373152652242, -96.77084887594457 37.89623749700564, -97.58020995813281 38.0098575245317, -98.08031194449838 37.51844798399208, -97.77015921905974 36.91586846722534, -96.96815321456646 36.804750780301475))",37.40734618,-97.27364469,36
8326f1fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-99.3880806830619 37.122712835426306, -98.89309474489009 37.62302216247536, -99.2133376486805 38.22124189226133, -100.03651908960924 38.31878522811365, -100.53151031763149 37.816058756323855, -100.2034246562154 37.218225485326386, -99.3880806830619 37.122712835426306))",37.72087169,-99.71140959,36
8326e2fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-98.08031194449838 37.51844798399208, -97.58020995813281 38.0098575245317, -97.89223833755216 38.608217697612254, -98.7126879993659 38.715048534677216, -99.2133376486805 38.22124189226133, -98.89309474489009 37.62302216247536, -98.08031194449838 37.51844798399208))",38.11683541,-98.39578842,37
832652fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-94.3748517117925 37.525111990314315, -93.86810877424213 37.99579095665395, -94.15230527509432 38.597387283979536, -94.95227836018209 38.72890939398723, -95.46105734504606 38.25591609103318, -95.16791149025018 37.65373770677368, -94.3748517117925 37.525111990314315))",38.1270036,-94.66338557,37
83261bfffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-99.03502941157414 39.30873979949333, -98.52859678867617 39.795732460704144, -98.85304930040635 40.38456935477075, -99.69231801565282 40.48610531608687, -100.19890555870306 39.996799559169006, -99.86618475844229 39.408291314138175, -99.03502941157414 39.30873979949333))",39.89756604,-99.36277921,38
8326f3fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-100.69279980327295 36.70926693447674, -100.2034246562154 37.218225485326386, -100.53151031763149 37.816058756323855, -101.35653446441069 37.904322543968554, -101.84537674149988 37.3929432826263, -101.50984190904657 36.79573890099952, -100.69279980327295 36.70926693447674))",37.30695798,-101.0236017,35
8326f0fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-100.53151031763149 37.816058756323855, -100.03651908960924 38.31878522811365, -100.36691225519513 38.91212353249476, -101.20006269485634 39.00216267192554, -101.69457654233094 38.4970697731942, -101.35653446441069 37.904322543968554, -100.53151031763149 37.816058756323855))",38.40928291,-100.8647143,36
83260bfffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-95.24686215665143 39.3268029344755, -94.73238379941706 39.79258830675704, -95.02839653313512 40.38587706626133, -95.84809346832756 40.5137835908502, -96.36432448468615 40.04575295013505, -96.05920019096513 39.45208416981631, -95.24686215665143 39.3268029344755))",39.92034131,-95.54714213,38
8326e1fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-95.67110028492269 37.173823956969365, -95.16791149025018 37.65373770677368, -95.46105734504606 38.25591609103318, -96.26614408828843 38.37853039512507, -96.77084887594457 37.89623749700564, -96.46904184547843 37.29373152652242, -95.67110028492269 37.173823956969365))",37.77619209,-95.96826372,36
8326e5fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-95.46105734504606 38.25591609103318, -94.95227836018209 38.72890939398723, -95.24686215665143 39.3268029344755, -96.05920019096513 39.45208416981631, -96.56961054138695 38.97678237482464, -96.26614408828843 38.37853039512507, -95.46105734504606 38.25591609103318))",38.85403179,-95.75978141,37
8326f5fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-99.2133376486805 38.22124189226133, -98.7126879993659 38.715048534677216, -99.03502941157414 39.30873979949333, -99.86618475844229 39.408291314138175, -100.36691225519513 38.91212353249476, -100.03651908960924 38.31878522811365, -99.2133376486805 38.22124189226133))",38.81489993,-99.53886872,37
8326ecfffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-94.59315893467407 36.44201636440428, -94.09188246138397 36.91953522543927, -94.3748517117925 37.525111990314315, -95.16791149025018 37.65373770677368, -95.67110028492269 37.173823956969365, -95.37939994227249 36.567701663100124, -94.59315893467407 36.44201636440428))",37.04785095,-94.88034094,36
8326e4fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-96.56961054138695 38.97678237482464, -96.05920019096513 39.45208416981631, -96.36432448468615 40.04575295013505, -97.18874577054888 40.16427574631937, -97.70035259745052 39.68667371280517, -97.38644271263489 39.09287135781024, -96.56961054138695 38.97678237482464))",39.57060028,-96.87865503,37
8326e0fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-96.77084887594457 37.89623749700564, -96.26614408828843 38.37853039512507, -96.56961054138695 38.97678237482464, -97.38644271263489 39.09287135781024, -97.89223833755216 38.608217697612254, -97.58020995813281 38.0098575245317, -96.77084887594457 37.89623749700564))",38.49461124,-97.07811557,37
8326c4fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-98.26468196778653 36.418021922644364, -97.77015921905974 36.91586846722534, -98.08031194449838 37.51844798399208, -98.89309474489009 37.62302216247536, -99.3880806830619 37.122712835426306, -99.06992307032374 36.52031233535238, -98.26468196778653 36.418021922644364))",37.02059629,-98.57817462,36
8326f4fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-100.36691225519513 38.91212353249476, -99.86618475844229 39.408291314138175, -100.19890555870306 39.996799559169006, -101.04033001739265 40.0885965084391, -101.54063946841433 39.590108539286724, -101.20006269485634 39.00216267192554, -100.36691225519513 38.91212353249476))",39.50054062,-100.7025421,37
8326f6fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-101.69457654233094 38.4970697731942, -101.20006269485634 39.00216267192554, -101.54063946841433 39.590108539286724, -102.38327656601044 39.672187453016555, -102.876806697208 39.16478457792629, -102.52880768036133 38.57762995444293, -101.69457654233094 38.4970697731942))",39.0848515,-102.0376677,37
8326e6fffffffff,26,20,481813,0400000US20,20,KS,Kansas,0,2.11755E+11,1344141205,"POLYGON ((-97.89223833755216 38.608217697612254, -97.38644271263489 39.09287135781024, -97.70035259745052 39.68667371280517, -98.52859678867617 39.795732460704144, -99.03502941157414 39.30873979949333, -98.7126879993659 38.715048534677216, -97.89223833755216 38.608217697612254))",39.20207472,-98.20970848,38
83298bfffffffff,28,32,1779793,0400000US32,32,NV,Nevada,0,2.8433E+11,2047206072,"POLYGON ((-118.13971584415496 39.52496303327108, -117.73035863738825 40.086333314325, -118.16086677307435 40.6104031539029, -119.0022822666251 40.57057178749683, -119.40415744564251 40.008541710167904, -118.97222902771867 39.48699472856466, -118.13971584415496 39.52496303327108))",40.04882765,-118.5677696,37
832816fffffffff,28,32,1779793,0400000US32,32,NV,Nevada,0,2.8433E+11,2047206072,"POLYGON ((-119.40415744564251 40.008541710167904, -119.0022822666251 40.57057178749683, -119.43899644923948 41.08543425280383, -120.27862578598697 41.03572506398397, -120.67257085346255 40.47323742199881, -120.2349433485944 39.96090682326877, -119.40415744564251 40.008541710167904))",40.52326224,-119.8380419,38
8328b5fffffffff,28,32,1779793,0400000US32,32,NV,Nevada,0,2.8433E+11,2047206072,"POLYGON ((-114.32323284169925 41.25564791008606, -113.87977079744468 41.79830305816992, -114.30273411983745 42.329451778687755, -115.17238987791484 42.31567276758434, -115.60941648908785 41.77179018613239, -115.18337123085574 41.24291137775969, -114.32323284169925 41.25564791008606))",41.78648673,-114.7448304,37
