300,0
301.195766,0.000548197
307.8660078,0.001913768
314.5362496,0.006103495
320.5116746,0.014650104
323.7912102,0.023492486
326.2091729,0.034382021
328.6271355,0.048345472
330.461452,0.059656334
331.4619883,0.069652405
332.8794147,0.081165711
334.130085,0.09498447
335.3807554,0.107282566
336.724068,0.121676393
337.8820961,0.13749336
339.1327664,0.146897905
339.5496565,0.160015371
341.217217,0.177401759
342.2296644,0.194262704
343.8019357,0.211150237
344.969228,0.230459961
346.3032764,0.246544814
346.6367885,0.261028296
347.8874588,0.275660154
348.7212391,0.288309181
349.4716413,0.300544287
350.8056896,0.309618477
351.2225797,0.321051997
352.306494,0.336312402
353.7239204,0.35060333
354.4743226,0.364437076
356.3086391,0.380057081
357.4759315,0.395433324
358.6432238,0.409211678
360.5728295,0.424420555
362.0617227,0.440839327
363.8126612,0.455158526
366.1472458,0.471986611
368.3150744,0.487907192
370.8164151,0.503936058
372.9842437,0.517004542
375.4022064,0.532172526
378.6539493,0.547502413
383.3231186,0.566848964
389.5764703,0.585833874
396.2467121,0.604051638
402.916954,0.621039447
409.5871958,0.636992616
416.2574376,0.651666573
422.9276795,0.66526983
429.5979213,0.678311783
436.2681631,0.690953432
442.938405,0.7028807
449.6086468,0.714256054
456.2788886,0.725053103
462.9491305,0.736975378
469.6193723,0.747903511
476.2896141,0.758526364
482.959856,0.769149216
489.6300978,0.779772069
496.3003396,0.789413102
502.9705815,0.799248859
509.6408233,0.809512182
516.3110651,0.820447646
522.981307,0.830012438
529.6515488,0.83896873
536.3217906,0.848355521
542.9920325,0.857235571
549.6622743,0.867161952
556.3325162,0.876217666
563.002758,0.886351966
569.6729998,0.89522528
576.3432417,0.904440528
583.0134835,0.911576032
589.6837253,0.916302181
596.3539672,0.91958847
603.024209,0.921921113
609.6944508,0.926758135
616.3646927,0.934593953
623.0349345,0.947036164
629.7051763,0.960358713
636.3754182,0.97472787
643.04566,0.985651326
649.7159018,0.993875996
656.3861437,0.998308354
663.0563855,1
669.7266273,0.999018973
676.3968692,0.996331243
683.067111,0.991592535
689.7373528,0.98641778
696.4075947,0.97988412
703.0778365,0.972888021
709.7480783,0.96698517
716.4183202,0.961585255
723.088562,0.959253324
729.7588039,0.959279711
736.4290457,0.962544158
743.0992875,0.967342301
749.7695294,0.972564484
756.4397712,0.975729825
763.110013,0.972424354
768.5295845,0.959329238
772.2815955,0.941673116
775.0807149,0.919141383
777.2842769,0.897542108
778.9518374,0.87764932
780.3692638,0.854996653
782.0368242,0.829319956
783.0373605,0.805045183
784.5103722,0.773910575
785.5387012,0.745732599
786.4558594,0.720396244
787.2896397,0.697229243
787.8732858,0.673134602
788.7070661,0.643889576
789.6123132,0.605036303
790.8034278,0.569872795
791.4585408,0.534656332
791.8754309,0.510569427
792.2923211,0.488546695
793.3762353,0.442617842
793.9598815,0.414531745
794.7936617,0.388062904
795.3773079,0.336877729
796.0443321,0.309723808
796.6696673,0.280757976
797.831004,0.247446104
797.8786486,0.217556005
798.5456728,0.191432222
799.7963431,0.166182151
800.3521966,0.133693033
801.3805255,0.100983435
803.131464,0.071546181
804.8824025,0.046225688
807.9554782,0.021640302
813.970607,0.005
820.6408488,0
827.3110907,0
833.9813325,0
840.6515744,0
847.3218162,0
853.992058,0
860.6622999,0
867.3325417,0
874.0027835,0
880.6730254,0
887.3432672,0
894.013509,0
899.0161904,0
1000,0
1200,0
1600,0
2000,0
2400,0
2800,0
3200,0
3600,0
4000,0
